,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,ExterQual_Ex,ExterQual_TA,BsmtQual_Ex,BsmtFinType1_GLQ,KitchenQual_Ex,KitchenQual_TA,FireplaceQu_nan,GarageFinish_Fin,GarageFinish_Unf
476,4,1937,2000,435.0,168,907,1131,1131,1,7,0,1995.0,2,672,0,1,0,0,0,1,1,0,1
477,9,2004,2005,378.0,1261,1833,1850,1850,2,8,1,2004.0,3,772,0,0,1,1,0,0,0,1,0
478,9,2003,2004,562.0,1567,1792,1792,1792,2,6,1,2003.0,3,874,0,0,1,1,1,0,0,1,0
479,7,1915,2005,0.0,299,910,916,1826,1,7,1,1915.0,1,164,0,0,0,0,1,0,0,0,1
480,6,1998,1998,116.0,897,1216,1216,1216,2,5,0,1998.0,2,402,0,1,1,1,0,1,1,0,1
481,5,1962,2001,0.0,588,999,999,999,1,6,0,1963.0,1,264,0,1,0,0,0,0,1,0,1
482,5,1950,2007,0.0,607,1113,1113,1113,1,5,1,1950.0,1,264,0,0,0,0,0,0,0,0,1
483,5,1965,1965,168.0,836,1073,1073,1073,1,6,0,1965.0,2,515,0,1,0,0,0,1,1,0,0
484,5,1971,1971,0.0,998,1484,1484,1484,2,7,1,1971.0,2,487,0,1,0,0,0,1,0,0,1
485,5,1900,1970,0.0,664,954,1766,2414,2,10,1,1970.0,2,520,0,1,0,0,0,1,0,0,1
486,4,1970,2002,0.0,515,630,630,630,1,3,0,1970.0,1,286,0,1,0,1,0,0,1,0,1
487,5,1976,1976,0.0,0,264,616,1304,1,4,1,1976.0,1,336,0,1,0,0,0,1,0,1,0
488,6,1941,1950,0.0,403,806,958,1578,1,5,2,1941.0,1,240,0,1,0,0,0,0,0,0,1
489,6,2006,2006,0.0,0,728,728,1456,2,8,0,2006.0,2,429,0,0,0,0,0,1,1,0,0
490,5,1960,1960,0.0,374,1269,1269,1269,1,6,1,1964.0,1,308,0,1,0,0,0,1,0,0,1
491,5,1938,1996,0.0,0,190,886,886,1,4,0,1938.0,1,273,0,1,0,0,0,1,1,0,1
492,4,1920,1950,0.0,495,720,720,720,1,4,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
493,8,1992,1993,0.0,1231,3200,3228,3228,3,10,1,1992.0,2,546,0,0,0,1,0,0,0,0,0
494,7,1925,1950,0.0,329,1026,1133,1820,2,8,0,1925.0,1,240,0,1,0,0,0,1,1,0,1
495,5,1967,2004,89.0,450,864,899,899,1,5,0,1967.0,1,288,0,1,0,0,0,0,1,1,0
496,5,1958,1985,0.0,111,912,912,912,1,5,0,1958.0,1,297,0,1,0,0,0,1,1,1,0
497,6,1973,1973,285.0,356,672,672,1218,1,7,0,1973.0,1,264,0,1,0,0,0,1,1,0,1
498,7,2005,2005,0.0,400,866,866,1768,2,7,0,2005.0,2,603,0,0,0,1,0,0,1,0,0
499,5,1965,1965,0.0,698,1214,1214,1214,1,6,0,1965.0,2,461,0,1,0,0,0,1,1,0,1
500,7,1959,1997,0.0,1247,1501,1801,1801,2,6,2,1959.0,2,484,0,1,0,0,0,1,0,1,0
501,6,1974,1974,0.0,257,855,855,1322,2,6,1,1974.0,2,440,0,1,0,0,0,1,0,0,1
502,5,1952,1952,360.0,0,960,960,1960,2,10,0,1952.0,2,400,0,1,0,0,0,1,1,0,1
503,8,1993,1994,125.0,380,777,1065,1911,2,8,1,1993.0,2,471,0,0,0,1,0,0,0,0,0
504,6,2009,2009,0.0,27,1218,1218,1218,2,4,0,2009.0,2,676,0,0,0,1,0,0,1,1,0
505,7,1928,2005,0.0,141,689,689,1378,2,7,1,1928.0,2,360,0,1,0,0,0,0,0,0,1
506,5,1959,1959,132.0,991,1041,1041,1041,1,6,0,1959.0,1,270,0,1,0,0,0,1,1,0,0
507,5,1951,2000,70.0,650,1008,1363,1363,1,6,2,1951.0,1,288,0,0,0,0,0,1,0,0,1
508,7,2005,2006,94.0,0,1368,1368,1368,2,6,1,2005.0,2,474,0,0,0,0,0,0,0,0,0
509,5,1958,1958,0.0,521,864,864,864,1,5,0,1964.0,2,624,0,1,0,0,0,1,1,0,1
510,6,1983,1983,0.0,336,1084,1080,1080,1,5,0,1983.0,2,484,0,1,0,0,0,1,1,0,1
511,5,1926,1950,0.0,0,768,789,789,1,5,0,1926.0,1,200,0,1,0,0,0,1,1,0,1
512,10,2009,2009,305.0,1436,2006,2020,2020,2,9,1,2009.0,3,900,1,0,1,1,1,0,0,1,0
513,6,1972,1972,333.0,0,689,1378,2119,2,7,1,1972.0,2,583,0,1,0,0,0,1,0,0,0
514,7,1996,1997,921.0,0,1264,1277,2344,2,7,1,1996.0,3,889,0,0,0,0,0,0,0,0,0
515,6,1998,1998,0.0,706,794,882,1796,2,7,0,1998.0,2,546,0,1,0,1,0,1,1,0,0
516,7,1926,2004,0.0,0,1276,1276,2080,1,9,2,1926.0,1,282,0,0,0,0,0,0,0,0,1
517,4,1900,2000,0.0,0,0,694,1294,2,7,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
518,6,1957,1957,0.0,777,1244,1244,1244,1,6,2,1957.0,1,336,0,1,0,0,0,1,0,0,1
519,6,1947,1950,0.0,399,1004,1004,1664,2,7,2,1950.0,2,420,0,1,0,0,0,1,0,0,1
520,10,2007,2008,762.0,2260,3138,3138,4676,3,11,1,2007.0,3,884,1,0,1,1,1,0,0,1,0
521,7,1996,1997,594.0,719,1379,1383,2398,2,8,1,1996.0,3,834,0,0,0,1,0,0,0,1,0
522,7,2005,2005,0.0,0,1257,1266,1266,2,6,1,2005.0,2,453,0,0,0,0,0,0,0,0,1
523,5,1956,2000,0.0,377,928,928,928,1,4,0,1956.0,1,252,0,1,0,0,0,1,1,0,1
524,9,2008,2008,268.0,1330,1452,1476,2713,2,11,1,2008.0,3,858,1,0,1,1,1,0,0,1,0
525,4,1920,2002,0.0,348,528,605,605,1,5,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
526,6,1957,1975,0.0,1219,2035,2515,2515,3,9,2,1975.0,2,484,0,0,0,0,0,1,0,0,0
527,6,1988,1989,219.0,783,1461,1509,1509,2,5,1,1988.0,2,600,0,0,0,1,0,0,0,0,0
528,6,1920,1999,0.0,0,611,751,1362,2,6,0,1920.0,2,502,0,1,0,0,0,1,1,1,0
529,5,1955,2007,0.0,0,0,827,827,1,5,1,1967.0,1,392,0,1,0,0,0,1,0,0,1
530,1,1946,1950,0.0,0,0,334,334,1,2,0,1978.5061638868744,0,0,0,0,0,0,0,0,1,0,0
531,8,2004,2004,0.0,0,707,707,1414,2,6,1,2004.0,2,403,0,0,1,0,0,0,0,1,0
532,5,1910,1991,0.0,969,1117,820,1347,1,5,0,1978.5061638868744,0,0,0,1,0,1,0,1,1,0,0
533,7,1998,1999,0.0,0,880,880,1724,2,8,0,1998.0,2,527,0,1,0,0,0,0,1,1,0
534,4,1972,1972,0.0,600,864,864,864,1,5,0,1980.0,2,576,0,1,0,0,0,1,1,0,1
535,5,1968,1968,188.0,673,1051,1159,1159,1,7,1,1968.0,1,336,0,1,0,0,0,1,0,0,1
536,8,2001,2002,479.0,1358,1581,1601,1601,2,6,1,2001.0,2,670,0,0,0,1,0,0,0,0,0
537,9,2006,2006,584.0,1260,1838,1838,1838,2,8,1,2006.0,3,765,1,0,1,1,1,0,0,1,0
538,8,2000,2000,72.0,0,969,997,2285,2,8,1,2000.0,3,648,0,0,0,0,0,0,0,1,0
539,7,1998,1999,0.0,144,1650,1680,1680,2,7,1,1998.0,2,583,0,0,1,0,0,0,0,1,0
540,7,1998,1998,182.0,584,723,767,767,1,4,0,1998.0,1,367,0,1,0,1,0,1,1,1,0
541,7,2006,2006,0.0,554,654,664,1496,2,7,1,2006.0,2,426,0,0,0,1,0,0,0,0,0
542,7,1988,1988,178.0,1002,1204,1377,2183,2,9,0,1988.0,3,786,0,0,0,1,0,0,1,0,1
543,6,1923,1950,0.0,300,1065,915,1635,1,6,1,1950.0,2,440,0,1,0,0,0,1,0,0,1
544,5,1970,1970,0.0,619,768,768,768,1,5,0,1987.0,2,624,0,1,0,0,0,1,1,0,1
545,5,1955,1995,0.0,180,825,825,825,1,4,0,1963.0,2,720,0,1,0,0,0,1,1,0,0
546,7,2003,2004,0.0,0,912,912,2094,2,8,1,2003.0,2,615,0,0,0,0,0,0,0,1,0
547,6,1977,1977,0.0,559,1069,1069,1069,2,4,0,1977.0,2,440,0,1,0,0,0,1,1,0,0
548,5,1957,1957,0.0,308,928,928,928,1,5,0,1957.0,1,288,0,1,0,0,0,1,1,1,0
549,8,2006,2006,250.0,0,1709,1717,1717,2,7,1,2006.0,3,908,0,0,1,0,0,0,0,0,0
550,4,1949,2003,0.0,0,0,1126,1126,2,5,0,2002.0,2,520,0,1,0,0,0,0,1,1,0
551,7,2003,2004,292.0,866,998,1006,2046,2,8,1,2003.0,3,871,0,0,0,1,0,0,0,0,0
552,5,1922,1950,0.0,0,993,1048,1048,1,5,1,1922.0,1,280,0,1,0,0,0,1,0,0,1
553,5,1957,1957,0.0,895,1092,1092,1092,1,6,1,1957.0,1,299,0,1,0,0,0,1,0,1,0
554,4,1920,1950,0.0,637,637,897,1336,1,7,0,1994.0,1,570,0,1,0,0,0,1,1,0,1
555,7,1996,1997,0.0,604,729,729,1446,2,6,1,1996.0,2,406,0,1,0,1,0,1,0,0,1
556,7,2003,2004,18.0,0,1374,1557,1557,2,7,1,2003.0,2,420,0,0,0,0,0,0,0,1,0
557,5,1957,1996,180.0,1302,1392,1392,1392,1,5,1,1957.0,2,528,0,1,0,0,0,1,0,0,1
558,5,1974,1975,0.0,1071,1389,1389,1389,1,6,1,1975.0,2,418,0,1,0,0,0,1,0,0,0
559,5,1940,1969,0.0,290,996,996,996,1,6,1,1978.5061638868744,0,0,0,1,0,0,0,1,0,0,0
560,6,1918,1950,0.0,0,1163,1163,1674,2,8,1,1955.0,2,396,0,1,0,0,0,1,0,1,0
561,7,1992,2000,0.0,728,1095,1166,2295,2,9,1,1992.0,2,590,0,0,0,1,0,0,0,0,0
562,6,1915,1950,0.0,0,806,841,1647,1,6,0,1920.0,1,216,0,1,0,0,0,0,1,0,1
563,9,2005,2007,245.0,0,1122,1134,2504,2,11,1,2005.0,3,656,0,0,0,0,1,0,0,1,0
564,7,2004,2004,168.0,2,1517,1535,1535,2,7,0,2004.0,2,532,0,0,0,1,0,0,1,0,0
565,8,1983,2009,0.0,1441,1496,1496,2132,1,5,1,1983.0,2,612,0,0,0,1,0,0,0,1,0
566,5,1979,1979,0.0,943,943,943,943,1,4,2,1979.0,2,600,0,1,0,1,0,1,0,0,1
567,5,1965,1965,108.0,231,1728,1728,1728,2,10,0,1987.0,2,576,0,1,0,0,0,1,1,0,1
568,6,1959,1959,207.0,414,864,864,864,1,4,0,1959.0,1,288,0,1,0,0,0,0,1,0,1
569,7,2009,2009,0.0,0,846,846,1692,2,6,0,2009.0,2,650,0,1,1,0,0,0,1,0,0
570,7,2000,2000,0.0,0,384,774,1430,2,8,1,2000.0,2,400,0,1,0,0,0,1,0,0,0
571,5,1971,2005,82.0,349,372,576,1109,1,5,0,1971.0,1,288,0,1,0,0,0,1,1,0,1
572,5,1947,1950,0.0,442,832,832,1216,1,6,0,1947.0,1,336,0,1,0,0,0,1,1,0,1
573,7,1928,1950,0.0,0,861,877,1477,2,6,1,1928.0,1,216,0,1,0,0,0,1,0,0,1
574,5,1966,1966,97.0,328,1164,1320,1320,1,6,2,1966.0,2,564,0,1,0,0,0,1,0,0,0
575,7,2007,2007,0.0,0,689,703,1392,2,5,0,2007.0,2,540,0,0,0,0,0,0,1,0,1
576,5,1954,1954,335.0,0,1050,1050,1795,2,7,0,1954.0,1,352,0,1,0,0,0,1,1,0,1
577,6,1960,1987,85.0,594,1144,1429,1429,1,7,2,1960.0,2,572,0,1,0,0,0,0,0,0,1
578,8,2008,2009,306.0,0,2042,2042,2042,2,8,1,2009.0,3,1390,1,0,1,0,1,0,0,0,0
579,6,1990,1990,104.0,816,816,816,816,1,5,0,1978.5061638868744,0,0,0,1,0,1,0,1,1,0,0
580,10,1893,2000,0.0,0,1237,1521,2775,3,9,1,1988.0,2,880,1,0,0,0,0,0,0,0,1
581,4,1935,1995,0.0,0,884,989,1573,1,6,0,1935.0,1,240,0,1,0,0,0,0,1,0,1
582,8,2005,2006,208.0,1460,1868,2028,2028,2,7,2,2005.0,3,880,0,0,1,1,0,0,0,0,0
583,6,1918,2000,0.0,210,816,838,838,1,5,0,1961.0,1,275,0,1,0,0,0,0,1,1,0
584,5,1982,1982,0.0,672,840,860,860,1,4,0,1996.0,2,528,0,1,0,0,0,1,1,0,1
585,5,1968,2003,0.0,1324,1437,1473,1473,1,5,2,1968.0,1,452,0,1,0,1,1,0,0,0,1
586,5,1930,1960,0.0,0,742,779,935,1,4,0,1988.0,1,308,0,1,0,0,0,1,1,0,1
587,7,2004,2004,0.0,490,770,770,1582,2,6,0,2004.0,2,520,0,0,0,1,0,0,1,0,0
588,10,2008,2008,420.0,1338,1722,1728,2296,2,10,1,2008.0,3,842,1,0,1,1,1,0,0,0,0
589,5,1982,2003,0.0,816,816,816,816,1,4,0,1985.0,2,816,0,1,0,1,0,1,1,1,0
590,6,2003,2003,170.0,685,848,848,848,1,4,0,2003.0,2,420,0,0,0,1,0,0,1,1,0
591,5,1975,1975,0.0,0,924,924,924,1,5,0,1981.0,1,280,0,1,0,0,0,1,1,0,1
592,8,2005,2006,238.0,1422,1814,1826,1826,2,7,1,2005.0,3,758,0,0,0,1,0,0,0,1,0
593,6,1910,1993,0.0,0,684,684,1368,1,7,0,1930.0,1,216,0,1,0,0,0,1,1,0,1
594,7,2006,2007,72.0,0,1258,1402,1402,0,7,1,2006.0,3,648,0,0,1,0,0,0,0,1,0
595,5,1977,1977,459.0,1283,1430,1647,1647,2,7,1,1977.0,2,621,0,1,0,0,0,0,0,1,0
596,6,1980,1980,0.0,81,716,716,1556,2,6,1,1980.0,2,452,0,1,0,0,0,1,0,1,0
597,8,2005,2005,280.0,546,1058,1058,1904,2,8,1,2003.0,2,736,0,0,0,1,1,0,0,1,0
598,6,1937,1950,0.0,0,780,780,1375,1,6,1,1979.0,1,544,0,1,0,0,0,0,0,0,1
599,8,1992,1992,0.0,789,908,927,1915,2,8,1,1992.0,2,506,0,0,0,1,0,0,0,1,0
600,7,2004,2005,0.0,0,600,600,1200,2,4,0,2004.0,2,480,0,0,0,0,0,0,1,0,0
601,7,2002,2002,99.0,922,1494,1494,1494,2,6,1,2002.0,2,530,0,0,0,1,0,0,0,0,0
602,7,1965,1990,176.0,454,768,1186,1986,2,7,3,1965.0,2,486,0,1,0,0,0,1,0,0,1
603,5,1996,1996,0.0,732,1040,1040,1040,1,6,0,2000.0,2,576,0,1,0,1,0,0,1,0,1
604,5,1948,2002,0.0,603,896,1112,2008,3,8,0,1948.0,1,230,0,1,0,1,1,0,1,0,1
605,8,1934,1998,0.0,428,965,1940,3194,2,10,2,1934.0,2,380,0,1,0,0,0,1,0,0,1
606,4,1961,1961,192.0,903,1029,1029,1029,1,5,0,1961.0,1,261,0,1,0,0,0,1,1,0,1
607,9,2000,2000,204.0,904,1440,1476,2153,2,8,2,2000.0,3,736,0,0,1,1,1,0,0,1,0
608,6,1978,1978,233.0,605,1032,1032,1032,2,6,1,1978.0,2,564,0,1,0,0,0,1,0,0,1
609,8,2001,2001,108.0,990,1299,1299,1872,2,7,1,2001.0,2,531,0,0,0,1,1,0,0,0,0
610,5,2007,2007,0.0,206,1120,1120,1120,1,6,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
611,4,1972,1972,0.0,150,630,630,630,1,3,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
612,6,1963,1963,156.0,763,936,1054,1054,1,6,0,1963.0,2,480,0,1,0,1,0,0,1,0,0
613,6,2002,2003,0.0,457,783,807,1509,2,7,1,2002.0,2,393,0,0,0,1,0,0,0,1,0
614,6,1954,1954,0.0,0,832,832,832,1,4,0,1962.0,2,528,0,1,0,0,0,0,1,0,1
615,9,2007,2007,452.0,48,1822,1828,1828,2,9,1,2007.0,3,774,1,0,1,1,0,0,0,0,1
616,8,2003,2003,226.0,871,1482,1482,2262,2,10,2,2003.0,3,749,0,0,0,1,0,0,0,1,0
617,3,1914,1950,0.0,41,864,864,864,1,5,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
618,6,1974,1997,0.0,956,1522,1548,2614,2,9,1,1974.0,2,624,0,1,0,0,0,1,0,0,0
619,5,1977,1977,153.0,560,980,980,980,1,6,0,1986.0,2,484,0,1,0,0,0,1,1,0,1
620,6,2000,2000,513.0,420,756,756,1512,2,4,1,2000.0,2,440,0,0,0,1,0,0,0,0,1
621,6,1972,1972,288.0,247,732,1012,1790,1,8,1,1972.0,2,484,0,1,0,0,0,1,0,0,0
622,6,1962,1962,261.0,0,1116,1116,1116,1,5,0,1962.0,2,440,0,1,0,0,0,1,1,0,1
623,5,1960,1978,0.0,0,978,1422,1422,1,6,1,1960.0,1,286,0,1,0,0,0,1,0,0,0
624,6,1955,1972,164.0,674,1156,1520,1520,1,7,2,1955.0,1,364,0,1,0,0,0,1,0,0,0
625,5,1969,1969,192.0,650,1040,1040,2080,1,9,2,1969.0,2,504,0,1,0,0,0,0,0,0,1
626,6,1964,1964,259.0,624,1248,1350,1350,1,6,0,1964.0,2,520,0,1,0,1,0,1,1,0,0
627,5,1880,1991,0.0,0,636,1089,1750,1,8,0,1937.0,1,240,0,1,0,0,1,0,1,0,1
628,8,2006,2006,108.0,24,1554,1554,1554,2,6,1,2006.0,2,627,0,0,0,1,0,0,0,0,0
629,7,1977,1977,209.0,822,1386,1411,1411,2,6,1,1977.0,2,544,0,1,0,0,0,1,0,1,0
630,5,1954,2005,0.0,480,1056,1056,1056,1,6,0,1954.0,1,260,0,1,0,0,0,1,1,0,1
631,6,1980,1980,0.0,1056,1056,1056,1056,0,4,0,1980.0,2,576,0,1,0,1,0,1,1,0,1
632,6,1914,1995,0.0,256,1440,1440,3395,2,14,0,1978.5061638868744,0,0,0,0,0,0,0,0,1,0,0
633,2,1936,1950,0.0,0,264,800,800,1,4,1,1978.5061638868744,0,0,0,0,0,0,0,0,0,0,0
634,5,1954,1954,0.0,0,811,811,1387,2,7,0,1954.0,1,256,0,1,0,0,0,0,1,0,1
635,5,1910,1950,0.0,0,796,796,796,1,4,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
636,8,2006,2006,0.0,1154,1520,1567,1567,2,7,1,2006.0,3,648,0,0,0,1,1,0,0,1,0
637,8,2003,2004,472.0,1218,1518,1518,1518,1,6,1,2003.0,2,588,1,0,1,1,1,0,0,0,0
638,7,2001,2001,0.0,738,1057,1057,1929,2,7,1,2001.0,2,650,0,0,0,1,0,0,0,1,0
639,8,1972,1995,0.0,1410,1952,2000,2704,2,9,3,1972.0,2,538,0,0,0,1,1,0,0,1,0
640,5,1969,1969,263.0,493,780,780,1620,2,7,0,1969.0,2,462,0,1,0,0,0,1,1,1,0
641,9,2009,2009,162.0,1121,1766,1766,1766,2,7,1,2009.0,3,478,1,0,1,1,1,0,0,1,0
642,6,1971,1971,0.0,282,981,981,981,1,5,0,1979.0,2,576,0,1,0,0,0,1,1,0,1
643,5,1950,1950,0.0,0,0,1048,1048,1,7,0,1950.0,2,420,0,1,0,0,0,1,1,0,1
644,6,1953,1953,216.0,500,1094,1094,1094,1,5,2,1953.0,2,495,0,1,0,0,0,1,0,0,0
645,6,1966,1966,351.0,0,756,1051,1839,1,7,1,1966.0,2,442,0,1,0,0,0,1,0,0,1
646,4,1970,1970,0.0,131,630,630,630,1,3,0,1978.5061638868744,0,0,0,1,0,0,0,1,1,0,0
647,7,2007,2007,0.0,0,813,822,1665,2,7,0,2007.0,2,562,0,0,0,0,0,0,1,0,0
648,4,1940,1950,0.0,0,755,755,1510,1,7,1,1940.0,1,296,0,1,0,0,0,1,0,0,1
649,7,1996,1996,0.0,0,880,909,1716,2,7,1,1996.0,2,512,0,0,0,0,0,0,0,0,0
650,6,1906,1995,0.0,0,756,756,1469,1,7,0,1906.0,1,216,0,1,0,0,0,1,1,0,1
651,8,1995,1995,660.0,1696,2109,2113,2113,2,7,1,1995.0,3,839,0,0,0,1,0,0,0,1,0
652,6,1971,1971,381.0,0,525,525,1092,1,6,0,1971.0,1,264,0,1,0,0,0,1,1,0,1
653,5,1959,2006,54.0,806,1053,1053,1053,1,5,0,1959.0,1,312,0,0,0,0,0,0,1,0,0
654,7,1931,2000,0.0,0,776,851,1502,1,6,1,1931.0,1,270,0,1,0,0,0,1,0,0,0
655,6,1948,1950,0.0,0,912,912,1458,1,6,1,1948.0,1,330,0,1,0,0,0,1,0,0,1
656,5,1964,1999,0.0,637,1486,1486,1486,1,7,0,1968.0,2,480,0,1,0,0,0,1,1,1,0
657,7,1976,1976,233.0,0,793,1142,1935,2,7,1,1976.0,2,550,0,1,0,0,0,1,0,0,0
658,8,1994,2005,528.0,1361,1629,1686,2448,2,8,1,1994.0,3,711,0,0,0,1,0,0,0,0,0
659,6,1968,1968,216.0,0,1392,1392,1392,1,5,2,1968.0,2,576,0,1,0,0,0,1,0,0,0
660,4,1972,1972,0.0,920,1138,1181,1181,2,6,0,1974.0,2,588,0,1,0,0,0,1,1,0,0
661,8,2005,2006,0.0,1721,2077,2097,2097,1,8,1,2005.0,3,1134,0,0,1,1,1,0,0,1,0
662,8,2000,2000,40.0,0,1406,1454,1936,2,7,1,2000.0,2,504,0,0,0,0,0,0,0,0,0
663,6,1965,1979,113.0,187,1021,1465,2380,2,7,1,1965.0,2,596,0,1,0,0,0,1,0,0,1
664,6,1994,1998,258.0,1138,1408,1679,1679,2,7,1,1994.0,2,575,0,1,0,1,0,0,0,0,0
665,5,1956,1987,0.0,988,1188,1437,1437,1,6,1,1999.0,2,576,0,1,0,0,0,1,0,0,1
666,4,1922,1950,0.0,0,700,1180,1180,1,5,1,1922.0,1,252,0,1,0,0,0,0,0,0,1
667,6,2005,2005,0.0,193,738,738,1476,2,7,0,2005.0,2,540,0,0,0,1,0,0,1,1,0
668,6,1925,1950,0.0,551,672,697,1369,2,6,0,1930.0,1,300,0,1,0,0,0,1,1,0,1
669,6,1977,1977,0.0,767,1208,1208,1208,1,6,1,1977.0,2,546,0,0,0,0,0,1,0,0,0
670,6,1957,2004,106.0,1186,1477,1839,1839,2,7,2,1957.0,2,416,0,1,0,1,0,0,0,1,0
671,6,1965,1965,0.0,892,1136,1136,1136,1,5,1,1965.0,1,384,0,1,0,0,0,1,0,0,0
672,6,1978,1978,0.0,311,855,855,1441,2,7,1,1978.0,2,440,0,1,0,0,0,1,0,0,1
673,4,1900,1950,0.0,0,1095,1095,1774,2,8,0,1920.0,3,779,0,1,0,0,0,1,1,0,1
674,5,1924,2006,0.0,0,768,792,792,1,5,0,1924.0,1,240,0,0,0,0,0,0,1,0,1
675,8,2008,2008,464.0,0,2046,2046,2046,2,7,1,2008.0,3,834,0,0,1,0,0,0,0,1,0
676,5,1961,1961,57.0,827,988,988,988,1,5,0,1963.0,2,572,0,1,0,0,0,1,1,0,1
677,6,1980,1980,0.0,543,923,923,923,2,5,1,1980.0,1,264,0,1,0,0,0,1,0,0,0
678,5,1932,2000,0.0,182,793,848,1520,1,6,0,1968.0,1,281,0,1,0,0,0,1,1,0,1
679,6,1996,1997,0.0,1003,1291,1291,1291,1,6,1,1996.0,2,431,0,1,0,1,0,0,0,0,1
680,9,2002,2002,215.0,1059,1626,1668,1668,2,7,1,2002.0,3,702,0,0,0,1,0,0,0,1,0
681,7,1998,1998,30.0,0,1195,1195,1839,2,7,0,1998.0,2,486,0,0,0,0,0,1,1,1,0
682,7,1984,1984,0.0,828,1190,1190,2090,2,6,1,1984.0,2,577,0,0,0,1,0,0,0,1,0
683,7,2007,2007,0.0,0,874,874,1761,3,7,0,2007.0,2,578,0,0,0,0,0,0,1,1,0
684,7,2004,2004,0.0,239,551,551,1102,2,4,0,2004.0,2,480,0,0,0,1,0,0,1,0,1
685,8,2007,2007,0.0,945,1419,1419,1419,2,7,1,2007.0,2,567,0,0,0,1,0,0,0,0,0
686,6,2005,2006,256.0,20,1362,1362,1362,2,6,1,2005.0,2,460,0,0,0,0,0,0,0,0,0
687,6,2004,2004,147.0,697,848,848,848,1,3,1,2004.0,2,420,0,0,0,1,0,0,0,0,0
688,10,1994,1995,1170.0,1455,2444,2444,4316,3,10,2,1994.0,3,832,1,0,1,1,1,0,0,1,0
689,7,1989,1990,293.0,965,1210,1238,2519,2,9,2,1989.0,2,628,0,0,0,1,0,0,0,0,0
690,5,1921,1968,0.0,0,1073,1073,1073,1,4,0,1968.0,1,326,0,1,0,0,0,1,1,0,1
691,5,1936,1950,0.0,0,927,1067,1539,1,5,0,1995.0,2,576,0,1,0,0,0,1,1,0,1
692,6,1987,1987,72.0,980,1112,1137,1137,2,5,1,1987.0,2,551,0,1,0,1,0,0,0,0,1
693,5,1921,1950,0.0,616,616,616,616,1,4,0,1921.0,1,205,0,1,0,0,0,1,1,0,1
694,5,1952,1952,0.0,210,980,1148,1148,1,6,0,1952.0,1,308,0,1,1,0,0,1,1,0,1
695,5,1965,2009,0.0,553,894,894,894,1,5,1,1973.0,1,336,0,1,0,1,0,1,0,0,1
696,7,2004,2004,0.0,16,1391,1391,1391,2,5,0,2004.0,2,530,0,0,0,1,0,0,1,0,0
697,8,2002,2002,630.0,1274,1800,1800,1800,2,7,1,2002.0,3,765,0,0,1,1,0,0,0,1,0
698,7,1969,1969,168.0,0,1164,1164,1164,1,6,0,1969.0,2,528,0,1,0,0,0,1,1,0,1
699,8,2006,2006,466.0,0,1234,1264,2576,2,10,1,2006.0,3,666,1,0,1,0,1,0,0,1,0
700,5,1900,1996,0.0,0,360,1032,1812,2,8,1,1999.0,2,672,0,1,0,0,0,0,0,0,1
701,7,2004,2005,109.0,712,1473,1484,1484,2,7,0,2004.0,2,606,0,0,0,1,0,0,1,0,0
702,4,1930,1950,0.0,0,0,372,1092,2,7,0,1978.5061638868744,0,0,0,0,0,0,0,0,1,0,0
703,8,2006,2006,176.0,863,1324,1324,1324,2,6,1,2006.0,2,550,0,0,0,1,0,0,0,1,0
704,7,2007,2007,0.0,0,728,728,1456,2,8,1,2007.0,2,400,0,0,0,0,0,0,0,1,0
705,5,1966,1966,41.0,0,876,904,904,1,6,0,1966.0,1,408,0,1,0,0,0,1,1,0,1
706,3,1935,2003,0.0,0,270,729,729,1,5,0,1978.5061638868744,0,0,0,0,0,0,0,1,1,0,0
707,4,1900,1950,0.0,0,859,859,1178,1,7,0,1964.0,1,384,0,1,0,0,0,1,1,0,0
708,8,1988,1989,0.0,767,1228,1228,1228,2,5,1,1988.0,2,472,0,0,0,1,0,0,0,1,0
709,4,1970,1970,160.0,789,960,960,960,1,6,0,1970.0,2,576,0,1,0,0,0,1,1,0,1
710,6,1976,2005,289.0,533,725,725,1479,2,6,0,1976.0,2,475,0,0,0,1,0,0,1,0,0
711,6,1974,1974,174.0,0,1064,1350,1350,2,7,1,1974.0,2,478,0,1,0,0,0,1,0,0,0
712,7,1890,1998,0.0,0,718,1576,2554,1,8,0,1996.0,2,704,0,1,0,0,0,1,1,0,1
713,5,1973,2000,0.0,1084,1176,1178,1178,1,5,1,1973.0,2,439,0,1,0,0,0,0,0,0,1
714,7,1993,1994,651.0,1173,1311,1325,2418,2,9,1,1993.0,3,983,0,0,0,1,0,0,0,0,0
715,5,1969,1969,0.0,523,971,971,971,1,5,1,1969.0,1,300,0,1,0,0,0,1,0,0,1
